"pid";"position";"company";"status";"fetcher_leads";"extension_leads"
10396;Payroll;Vet's Best Friend;On hold;41;0
10400;CBIZ - Tax Partner;NJP Selection Limited;Open;10;0
10401;Cloud Operations Engineer;Immersive Labs;Open;40;0
10405;Devops Engineer;Devo Technology;Open;40;0
10412;Manager Digital Activation;People Strata;Open;40;0
10413;CBIZ - Tax Director;NJP Selection Limited;Open;30;0
10414;Integrator/Chief Operations Officer;Premier Law Group;On hold;40;0
10419;Strategist Digital Activation;People Strata;Open;40;0
10421;Technical Sourcer;CarGurus;On hold;30;0
10423;Durham Sales Support Specialist;First Citizens Bank;Closed;20;0
10425;Growth Co-ordinator;R3 Worldwide;Closed;40;0
10427;Product Design Lead;Carefull;On hold;40;0
10428;Business Development Representative;Ribbon Home;On hold;40;0
10430;Affiliate Marketing Specialist;Motorefi;Closed;20;0
10432;Financial Analyst;Motorefi;On hold;31;0
10433;Copywriter;Immersive Labs;Closed;20;0
10434;CBIZ - Senior Tax Manager;NJP Selection Limited;Open;10;0
10435;Sales Rep Recruitment Manager (US focused);Fresh Prints;On hold;41;0
10436;Technology Resilience Manager;NDK Cyber;On hold;10;0
10441;Researcher (Quant);RMG Digital;On hold;40;0
10443;iOS Developer;"10Beauty";On hold;40;0
10444;Recruiter;RippleMatch;On hold;20;0
10445;Senior UX Designer;Litmus;Open;15;0
10446;Full Stack Software Engineer;Sauce Technologies;Open;40;0
10447;Head of People;Tinybird;Closed;20;0
10451;Growth Co-ordinator;R3 Worldwide;Open;40;0
10452;Senior Associate, Performance Marketing;Industrious;Closed;30;0
10453;Pylons Senior Product Designer;Struck Capital;On hold;20;0
10456;Cloud Penetration Tester;Coalfire;On hold;20;0
10458;Consultant - Application Security;Coalfire;On hold;10;0
10459;DevOps Manager;Socotra;Open;30;0
10460;Payroll Manager;Immersive Labs;On hold;20;0
10461;Tax Accountant;Race21™;On hold;10;0
10463;Developer Tools/Sr API;Foursquare;Open;30;0
10464;Senior Full Stack;Foursquare;Open;30;0
10465;VP, Sales;Spiro Technologies;Closed;40;0
10468;Front-end Engineer with Angular;Splice;On hold;30;1
10469;Remote Coder- North Carolina;agilon health;On hold;10;0
10478;Software Build Engineer;Initi8 Recruitment;On hold;13;0
10479;Data Eng 1;AllStripes;Closed;0;14
10480;FS 1;AllStripes;Closed;0;49
10483;Enterprise Regional Sales Manager;Corsica Partners;Open;15;22
10488;Software Development Engineer;Escalon Services;Open;40;0
10490;Snickerdoodle Labs Backend Engineer;Struck Capital;On hold;10;0
10492;Data Analyst / Data Engineer;Chapter;Closed;10;0
10493;Senior Android Engineer;Appcues;On hold;39;0
10494;DevOps Engineer;AKASA;On hold;30;0
10495;Infrastructure Engineer;AKASA;On hold;40;0
10496;AI Developer;Resourcing People;Closed;20;0
10498;Full Stack Engineer;Coltech.io;Closed;0;2
10502;Principal Product Manager;Mavrck;Open;0;100
10503;Senior React JS Engineer;Coltech.io;Closed;0;2
10504;Director of People Operations;ROOM;On hold;80;0
10505;Germany - Mid Market Account Executive;Coupa Software;On hold;40;0
10507;Enterprise ADR - HQ;Coupa Software;On hold;60;0
10508;SIU Desk Investigators;Gore Mutual Insurance;On hold;20;0
10509;Subrogation Specialist (Jr & Intermediate);Gore Mutual Insurance;On hold;40;0
10510;Principal Data Architect;AllStripes;Closed;0;20
10511;Budgeting and Forecasting Analyst;Race21™;Open;10;0
10513;Head of Cloud;Thryve Talent;On hold;40;0
10514;UI Designer/Developer;Grit Matters;On hold;40;0
10515;Manager - product;GSoft;On hold;10;0
10517;Lead Data Architect;Ethos Consulting Inc.;Open;40;0
10518;Biz Dev Test--Pharma;R3 Worldwide;Open;30;0
10519;Senior Product Manager, Core Backend Products;Shutterstock;On hold;40;0
10522;Senior Machine Learning Engineer;Ribbon Home;Open;40;0
10524;Cloud Engineering;Devo Technology;On hold;40;0
10525;Solutions Engineering Manager;Labelbox;Closed;20;0
10526;Data Engineer;Wealthsimple;Open;40;0
10527;Sales Support Specialist;First Citizens Bank;On hold;30;0
10528;Data Scientist - NLP;Wealthsimple;Closed;10;0
10531;Principal Software Engineer;Socotra;Closed;40;0
10533;Sales Development Representative (SDR);"650 Labs";Open;50;0
10535;FS 2;AllStripes;Closed;0;249
10536;Director of Total Rewards;Wealthsimple;On hold;20;0
10537;Vori Health;NEA;On hold;30;0
10540;Sales Administrative Assistant;PerkSpot;On hold;40;0
10541;FedRAMP Compliance;Coalfire;On hold;16;0
10542;Sales Trainer;PerkSpot;Closed;30;0
10543;Senior Software Engineer, JavaScript;Wealthsimple;Open;40;0
10544;Senior Development Manager;Coupa Software;On hold;20;0
10545;Full Stack SEA [non sr];Foursquare;Open;30;0
10547;Product Designer;Local Logic;Open;40;0
10548;Sr. Product Manager;PerkSpot;On hold;40;0
10549;Manager, Project Management- Customer Success;Mirakl;Open;20;0
10550;Senior Software Engineer (.Net, C#);Coupa Software;Open;40;0
10551;Sr. Product Manager - Compliance;Trustero;On hold;40;0
10554;Pylons Director of Engineering;Struck Capital;On hold;10;0
10556;Accountant Assistant;Devo Technology;Closed;40;0
10557;Senior React Engineer;Coupa Software;On hold;30;0
10558;UX-UI Design Lead;Fresh Prints;On hold;10;0
10560;Senior SDET;Coupa Software;On hold;50;0
10561;Senior Web Developer;James Chase;New;0;1
10562;Consumer Insights Manager;Potloc;On hold;40;0
10563;Enterprise Account Development Reps-Chicago;Coupa Software;On hold;30;0
10564;Manager, Inside Sales Reps;Coupa Software;New;20;0
10565;Principal Cyber Threat Researcher;Immersive Labs;Closed;20;0
10570;Chemist;Behr Paint;Closed;20;0
10571;Director, HR Business Partner;"6K Inc";On hold;40;0
10572;Principal Engineer, Yield Operations;People Strata;On hold;40;0
10573;Engineering Manager - Growth and Onboarding;Mux;Open;29;1
10575;Demand Generation Manager;Mavrck;Open;30;6
10576;Senior Backend Engineer, Automation AI;Techmate Talent;Open;100;0
10577;Vice President of Medicare Operations;Lorient Capital;Open;30;31
10578;Principal Engineer, Exchange;People Strata;Open;10;0
10580;Full Stack Developer;Potloc;On hold;40;1
10581;Senior/Principal Product Manager;JumpCloud;Closed;30;0
10584;Membership Associate;Industrious;Closed;40;0
10585;Broker Relations Associate;Industrious;Closed;20;0
10586;Broker Relations Manager;Industrious;Closed;20;0
10587;Building Experience Associate, Tenant Experience;Industrious;Closed;30;0
10590;Senior Operations Associate;Pagaya Investments;Open;40;0
10591;Finance Manager;Hipcamp;On hold;20;2
10592;Senior Account Executive;Mirakl;Open;40;2
10593;SDET Manager;Socotra;Closed;40;1
10594;Good Candidates - Liam;RMG Digital;New;0;23
10595;Senior UX Designer - ADP Barcelona;RMG Digital;New;0;14
10597;Full Stack (MEAN) Developer;Fresh Prints;Open;32;0
10600;Implementation Manager;Balto;On hold;40;1
10601;Sr. Frontend Developer;Corsica Partners;Closed;40;39
10602;Electrical Design Engineer (Satellites);SpaceX;On hold;40;0
10603;Senior IT System Administrator;Kadiant;On hold;40;0
10604;Associate Product Manager, Fraud;Orum;Open;10;0
10607;Procurement Manager;Immersive Labs;On hold;40;0
10608;Full Stack Devs (.NET);Coltech.io;New;0;76
10612;Account Manager;PerkSpot;On hold;40;0
10614;Sr. Network Engineer;SpaceX;On hold;40;0
10615;Apricot Social Media Marketing Manager;Struck Capital;On hold;10;0
10616;Site Reliability Engineer;SpaceX;Open;20;0
10617;Senior Software Engineer;SpaceX;Open;40;0
10620;US Automotive;R3 Worldwide;Open;40;0
10623;Account based Marketing Manager;Potloc;On hold;10;0
10624;Product Manager for Neo4j GraphQL Tools;Neo4j;Open;20;0
10626;Operations Program Manager;Bevi;On hold;30;1
10627;Sales Development Representative (OV);GSoft;On hold;20;0
10628;NL_MDM/PIM Consultant;SQLI Digital Expertise;On hold;20;1
10629;Global Key Account Director;NJP Selection Limited;On hold;20;0
10630;Senior Manufacturing Engineer;ROOM;On hold;40;0
10631;ASR Engineer;Techire.io;On hold;40;0
10633;Azure Cloud Architect;ConsultUSA & PMCentersUSA;Open;10;0
10634;Patch of Land Loan Officer;Percy;Open;5;0
10635;Ark;Talent Crunch;On hold;60;11
10636;Government Underwriter;Percy;Open;10;0
10637;Azimo;Talent Crunch;On hold;40;0
10638;Senior Node.JS Developer;Talent Crunch;Closed;70;1
10639;Principal Software Engineer;Talent Crunch;On hold;70;2
10641;Loan Processor;Percy;Open;10;0
10642;Bilingual Customer Care;Active Home Care;Closed;30;0
10643;Senior Software Engineer;Playground Global;On hold;50;0
10644;Loan Officer Assistants;Percy;Open;5;0
10645;Newsroom Reporter;Shutterstock;On hold;40;0
10646;Sr. Software Engineer, Full Stack;Freeflow;On hold;40;0
10647;Director of Operations;Center for Consciousness Medicine ;Open;5;0
10648;Sr. Software Engineer, Backend;Freeflow;On hold;20;0
10649;Sr. Software Developer - Embedded;Corsica Partners;On hold;30;0
10650;Junior Front-End Software Engineer;Fetcher;On hold;10;0
10651;Mission Viejo BSR;First Citizens Bank;On hold;40;0
10652;Marketing Automation Analyst;PerkSpot;Open;40;3
10654;Software Engineer (Starlink);SpaceX;On hold;40;0
10655;Information Security Analyst;SpaceX;On hold;20;0
10656;Software Engineer II (Application Software);SpaceX;On hold;30;0
10657;Sr. Information Security Detection Engineer;SpaceX;On hold;30;0
10658;Sr. UX Researcher;Core Digital Media;On hold;30;0
10660;Linux Kernel Developer Cronly Berlin;Naviro;New;0;8
10661;Program Manager;Mavrck;Open;0;48
10662;Full stack PHP / Angular 8+ Developer;DevBase;Open;40;1
10664;Software Engineer Tech Lead;Mavrck;On hold;0;1
10666;Principal Software Engineer, Developer Experience (US);CarGurus;On hold;20;0
10667;Recherche Consommateur;Potloc;Open;40;1
10668;Senior Software Engineer, Developer Experience (US);CarGurus;On hold;20;0
10669;Clinical Trial IT and Medical Device Support;Openwater;On hold;40;0
10670;Software Engineer (Starlink WiFi);SpaceX;Open;20;0
10671;VP of Engineering (Remote);IMAJION;On hold;30;0
10672;Data Eng 2;AllStripes;Closed;0;54
10673;client onboarding specialist;Escalon Services;Closed;10;0
10674;Technical Account Manager / Channel Sales Manager - Reston, VA;GSD Coach & Recruiting;On hold;60;2
10677;CFO;Bevi;Closed;40;0
10678;Site Reliability Engineer;Reprise;On hold;40;1
10679;Senior Business Consultant;Mirakl;Open;40;0
10680;Marketing Inventory Analyst;Behr Paint;On hold;40;0
10683;Angular8;Naviro;New;0;25
10684;React Devs in top companies;Coltech.io;New;0;321
10686;Enterprise Account Manager;Immersive Labs;Closed;30;0
10687;Sales Manager (HVAC/LVAC);Hisense USA;On hold;40;0
10688;Employee Relations Case Manager;Ethos Consulting Inc.;On hold;40;0
10689;"2021 Associate PM - US";Salsify;On hold;40;0
10691;Senior Back-End Developer - Data Engineering;Local Logic;Open;40;0
10692;Brand Manager DIY;Behr Paint;On hold;30;0
10693;Junior Full-Stack Software Engineer;James Chase;On hold;10;0
10694;Sr. Brand Specialist;Behr Paint;Closed;40;0
10695;PM Life Sciences;AllStripes;Closed;0;15
10696;Full-Stack Software Engineer - Mobile;James Chase;On hold;40;0
10698;Software Engineer in Test;James Chase;On hold;10;0
10699;Software Development Manager - Mobile Apps;James Chase;On hold;40;0
10700;.NET Developer;Initi8 Recruitment;Open;20;1
10701;Post Doc Chemist;Behr Paint;On hold;30;0
10702;Drupal Developers;M9 Solutions;Open;30;0
10703;Senior User Experience Designer;Levelset;Open;40;0
10704;Spaceflight Training Engineer;SpaceX;Open;30;0
10705;Director of Marketing;Local Logic;Open;40;0
10706;Principal Data Arc;AllStripes;Closed;0;11
10708;Hyphen Backend;Breathe Consulting;Open;40;0
10709;Director of Sales Operations;Socotra;Open;40;1
10710;Senior Engineering Manager;Labelbox;On hold;40;0
10711;DevOps SRE, Oncology;Invitae;Closed;40;0
10712;Lab Manager;BridgeBio;On hold;30;0
10713;Cardiovascular Scientist;BridgeBio;Open;40;0
10714;Zero Hash Information Security Manager;Struck Capital;On hold;20;0
10715;Full Stack JavaScript Developer;Talent Crunch;On hold;70;60
10716;Product Manager for Self Service Growth;Neo4j;Open;40;0
10717;UK CTI Analyst;NDK Cyber;On hold;30;0
10721;Software Architect;Fetcher;Open;45;0
10722;Technology Project Manager;ProTon Career Accelerator;On hold;40;0
10723;Sales Manager;PerkSpot;On hold;40;0
10725;Elixir Developer;DevBase;On hold;30;0
10726;GCP Engineer;Work With Aptitude;On hold;35;0
10729;Head of Engineering;Freeflow;On hold;20;0
10731;Founding Product Designer;Freeflow;On hold;10;0
10733;Lead Web Designer;Levelset;Open;40;0
10734;Medical Device Security Analyst;Katalys Talent Acquisition Consulting;Closed;45;0
10735;GRC Advisor (Brisbane);Trustwave;New;0;4
10736;Sr. DevOps Engineer;shiftkey;On hold;40;0
10737;HoT Marketing;Katalys Talent Acquisition Consulting;Open;45;5
10738;NodeJS;Talent Crunch;Closed;75;8
10739;Cloud Platform Engineer;Immersive Labs;Open;45;0
10740;Senior Tech Writer;Foursquare;Closed;36;0
10741;Developer Advocate;Foursquare;Open;30;0
10742;Helpdesk Manager;Foursquare;Open;35;0
10743;Copywriter;PerkSpot;On hold;30;0
10744;Full stack engineering manager;Foursquare;Open;35;0
10747;FP&A Financial Analyst;"6K Inc";On hold;45;0
10748;Fetcher - Test;Fetcher;Open;1;0
10751;Senior Infrastructure Engineer;Haley Bridge;On hold;15;0
10752;Sourcing Specialist;Fetcher;Open;25;0
10756;Web Developer/Designer;Labelbox;On hold;45;0
10757;Senior Research Associate, Protein Biochemistry;BridgeBio;Open;45;0
10758;August 2021 - First Outreach;"5th Avenue Leads";Open;573;0
10759;Exchange Operations Manager;People Strata;Open;45;0
10760;Senior Technical Project Manager;Levelset;Closed;45;0
10761;Executive Personal Assistant;People Strata;On hold;45;0
10762;Coding Manager- Austin, TX;agilon health;On hold;35;0
10763;Finance Manager- Columbus;agilon health;On hold;35;0
10764;Partner, Latin America & Caribbean;Sagana;New;0;2
10765;Enterprise Architect;Coltech.io;Closed;0;51
10766;Global Category Manager;NJP Selection Limited;Closed;45;0
10767;C++;Talent Crunch;Closed;75;23
10768;Senior Business Consultant;Mirakl;On hold;36;0
10769;Senior Solution Engineer;Mirakl;Open;25;0
10770;Sara - eDiscovery Project Manager - US;Epiq Global;Closed;25;0
10771;Krista-Settlement Project Manager;Epiq Global;On hold;45;0
10772;Sr Program Coordinator- Buffalo;agilon health;On hold;35;0
10773;Director of Revenue Operations;RippleMatch;On hold;25;0
10774;Digital Product Manager - Auto Insurance;Motorefi;Closed;15;0
10775;Product Owner;ConsultUSA & PMCentersUSA;On hold;15;0
10776;Partnership Manager;Center for Consciousness Medicine ;On hold;25;0
10777;Senior Software Engineer, Frontend;Indigov;On hold;45;0
10778;Software Engineer;ConsultUSA & PMCentersUSA;On hold;25;0
10779;Sales Development Representative;People Strata;On hold;45;0
10781;Social Media Manager;People Principles LLC;Closed;20;1
10782;PR Manager;People Principles LLC;Open;15;1
10783;"2021 IC SDK";Salsify;On hold;35;0
10784;Senior QA Engineer - Devices;JumpCloud;Open;35;0
10785;Customer Solutions Manager;Rockerbox;Open;35;0
10787;Growth Marketer;SQLI Digital Expertise;Open;35;0
10788;Salesforce developer - India;Epiq Global;On hold;35;0
10793;Product Owner;ProTon Career Accelerator;On hold;25;0
10794;Deal Desk Manager;Coupa Software;On hold;35;0
10795;Senior Project Manager;Regal Cloud;On hold;20;1
10796;Software Developer in Test;Truu Talent;On hold;35;0
10797;Mid-Market Account Manager;ROOM;Closed;35;0
10798;Senior Accountant;Anagram;Closed;35;0
10799;Vet Tech - AMC;Vet's Best Friend;Open;35;3
10800;Senior Software Engineer (Sharon demo);Fetcher;New;0;2
10801;Principal Front-End Developer;Motorefi;Open;35;0
10802;Engineering Manager, Data Engineering;Motorefi;Closed;35;0
10803;Customer Success Manager (Remote);Quantumwork;Open;35;0
10804;Paid Search Specialist;ShipBob, Inc.;On hold;35;0
10805;DevOps for Learning Tapestry;Plaand;On hold;25;0
10807;Lead Product Manager;Bizly;On hold;35;5
10808;Manager, Business Development;ShipBob, Inc.;On hold;35;0
10809;Sales Executive, Law Enforcement;Apt Search & Selection;On hold;35;0
10810;Customer Success Manager;Apt Search & Selection;On hold;35;0
10811;Full Stack Devs (Birmingham);Coltech.io;New;0;61
10813;Partnership Marketing Manager;Truu Talent;Open;53;0
10814;RPA DEVELOPER;Truu Talent;Open;35;0
10815;Software Engineer - Canada;Small Door ;Open;35;0
10816;Full Stack Developer;Haley Bridge;On hold;35;0
10817;SEO Manager;JGA Recruitment Group;Open;35;0
10818;Lead Data Scientist;Potloc;Closed;0;7
10821;Marketing Researcher;R3 Worldwide;Open;35;0
10823;iOS Developer;Thrive Global;New;0;71
10824;Senior UX Designer - ADP Peterborough;RMG Digital;On hold;35;4
10825;Full Stack Devs (Top companies);Coltech.io;New;0;51
10826;Controller;RippleMatch;Open;15;0
10827;eDiscovery consultant;Apt Search & Selection;On hold;25;0
10828;Behavior Technician - Long Beach;Kadiant;Closed;35;0
10829;Sr. Manager Partner Success;Coupa Software;Open;35;0
10830;Sr. Analyst, FP&A;Magnite;On hold;5;0
10831;Federal PMO Lead;Coupa Software;Closed;25;8
10832;VP Product Management, Supplier Experience;Coupa Software;Open;25;42
10833;BackEnd Composer;Plaand;On hold;25;0
10834;Account Director, Seller;Magnite;On hold;25;0
10835;Head of Pulmonary and Metabolic Research;BridgeBio;Open;25;0
10836;Document Specialist;Epiq Global;On hold;25;0
10837;Sr Business Systems Analyst;Bevi;On hold;25;0
10838;Product Manager;Magnite;On hold;25;0
10839;Senior Code Compliance Manager;ROOM;Open;25;0
10840;Land Lead;Race21™;Open;15;0
10841;Director, Product Management- Marketplace;Magnite;Open;25;0
10842;Recruitment Consultant;Truu Talent;Open;25;1
10843;Product Managers;Talent Crunch;Closed;0;73
10844;DevOps Kubernetes Platform;Neo4j;New;0;32
10845;Senior Account Director;Coupa Software;Open;25;0
10846;Senior Software Engineer;Emplyd;Open;35;0
10847;Senior NodeJS Developer;Thryve Talent;Open;25;0
10848;Senior Director, UX Research;Shutterstock;On hold;25;0
10849;React Team Lead - Texas;Naviro;New;0;72
10850;Manager, Customer Retention Marketing;Shutterstock;On hold;25;0
10851;Director of Product Design;Ribbon Home;Open;25;0
10852;Retail Partnerships Director;Mockingbird;Closed;0;11
10853;Retail Strategy Manager;Mockingbird;Closed;0;10
10857;Sr. Business Process Analyst;Behr Paint;Open;25;0
10858;Java Developer;NDK Cyber;On hold;25;0
10859;Supply Chain Manager;LightForce Orthodontics;On hold;15;0
10860;Human Resource Manager;Center for Consciousness Medicine ;On hold;25;0
10861;Financial Analyst;Center for Consciousness Medicine ;Closed;25;0
10862;Education Services Manager;Coupa Software;Open;25;0
10863;Controller - Avaline;People Principles LLC;Open;5;7
10864;Engagement Manager-DACH;Coupa Software;On hold;25;0
10865;Account Executive;SherWeb;Open;25;1
10866;Product Manager;Motorefi;Closed;25;0
10867;Talent Coordinator;AKASA;Closed;25;1
10868;RPA Business Analyst;Truu Talent;Open;13;0
10869;West Coast Product Managers;LMRE;On hold;25;0
10870;Solution Engineer;Truu Talent;Open;25;0
10871;eDiscovery Project Manager;Apt Search & Selection;Open;25;1
10872;Senior UX Designer - Reach;RMG Digital;On hold;20;21
10873;System Administrator, Projects;SherWeb;On hold;25;1
10874;Varonis SA;NDK Cyber;On hold;15;0
10875;Senior Application Development Consultant;Crossvale, Inc.;On hold;25;0
10876;Engineering Manager, Underwriting;Motorefi;Closed;25;0
10877;IT/Desktop Technician;shiftkey;Closed;25;0
10878;NE Account Exec Search for John O'Brien/Sam Mele;Coupa Software;New;0;33
10879;Architect, Cyber Risk;Race21™;On hold;5;0
10880;Product Manager;RevZilla;On hold;25;0
10881;Leasing Manager;Fetcher;New;0;1
10882;Staff Software Engineer;Playground Global;Open;25;0
10883;REVER Business Manager;RevZilla;Open;15;0
10884;Technical Director;RevZilla;Closed;25;0
10885;Account Executive MidMarket;Levelset;On hold;25;0
10886;Install Base Account Executive;Levelset;Open;25;0
10887;Inside Sales Manager;Levelset;Open;25;0
10888;Senior Business Analyst;Motorefi;On hold;25;0
10889;Marketing Manager B2B;Motorefi;On hold;25;0
10890;Engineering Manager - Video Delivery;Mux;Open;25;0
10891;Sagana - EA;Sagana;New;0;20
10892;Integration & Test;SpaceX;Open;25;0
10893;Test - SW;SpaceX;Open;25;0
10894;Electrical Test Engineer;SpaceX;Open;15;0
10895;Gateway Simulations;SpaceX;Open;25;0
10896;RF Systems;SpaceX;On hold;25;0
10898;Full Stack Engineer;LMRE;On hold;25;0
10899;Java Developer;Truu Talent;On hold;20;0
10900;Product Designer - Howdens;RMG Digital;On hold;5;3
10902;Product Planning Manager (Consumer Electronics);Hisense USA;On hold;15;0
10903;Automation Engineer;Magnite;On hold;25;0
10904;Amy Caruso;Grit Matters;Closed;5;0
10905;Account Receivable Specialist;Hisense USA;Closed;5;0
10906;Financial Management Trainee (Account Payable);Hisense USA;Closed;15;0
10907;Verallia - Sales Manager;NJP Selection Limited;On hold;15;0
10909;Senior Product Manager;Veho;Open;25;0
10910;VP People;Andela;On hold;15;0
10911;Customer Experience Associate;shiftkey;On hold;15;0
10912;Time and Attendance Associate;shiftkey;On hold;10;0
10913;Sr Wordpress Developer LT;Plaand;On hold;25;0
10914;Enterprise Sales Executives;Andela;Open;15;0
10915;Antibody Qualification Associate, Technology Development;Corsica Partners;Open;25;0
10916;Corporate Recruiter;Epiq Global;Closed;15;0
10917;National Sales Manager – Sound Bar;Hisense USA;On hold;15;0
10918;Onboarding Support Associate;shiftkey;On hold;15;0
10919;Director of Employee Experience;Mavrck;Open;5;27
10920;UK Enterprise Sales Executive;Andela;Open;15;0
10921;Behavior Technician;Kadiant;On hold;15;0
10922;Client Partner - SMB;Andela;On hold;15;0
10923;Revenue Enablement Program Specialist / Sales Training;Andela;Closed;15;0
10924;Senior Frontend SWE;STRIVR;Closed;25;0
10925;Enterprise Client Partner;Andela;On hold;15;0
10926;Frontend, Search & Recommendation (WIT);Splice;On hold;15;0
10928;Software Engineer – Fullstack;Qualli Inc ;New;0;2
10929;Sales Director - Northern Region;Trustwave;New;0;10
10930;Développeur Java;Mirakl;Open;5;0
10931;JLLT Workplace Experience Product Manager;LMRE;On hold;15;0
10932;Marketing Assistant;Immersive Labs;Closed;15;0
10933;CC Partner, Asia;Sagana;New;0;2
10934;Principle Product Manager-Underwriting;Motorefi;On hold;15;0
10935;Sr Project Engineer;Ethos Consulting Inc.;On hold;15;0
10936;Rust Developer;Truu Talent;On hold;15;0
10937;Talent Acquisition Team Lead LATAM;RTB House;Open;15;0
10938;RPA Developer;Truu Talent;Open;15;0
10939;Audio Quality Expert (For R&D);Hisense USA;On hold;15;0
10940;FSD React and Node;Coltech.io;New;0;32
10941;Electrical Engineer - Battery Management Systems;Atlis Motor Vehicles;Open;15;0
10942;Product Manager-Growth;Motorefi;Open;15;0
10943;NERA - Energy - Partner;NJP Selection Limited;Open;15;0
10944;SLPA;Kadiant;Closed;15;0
10945;Community Marketing Manager;ShipBob, Inc.;On hold;15;0
10946;Sr. KAVA + Kafka Developer;Lapieza.io;On hold;15;0
10947;Golang Developer;Lapieza.io;Open;15;0
10948;SE AE's Scott Berg;Coupa Software;New;0;98
10949;Sales Account Manager;shiftkey;On hold;15;0
10950;Sales Development Representative;Andela;Open;15;0
10951;Business Development Representative;Litmus;Open;15;0
10952;Sr. Android Developer;Lapieza.io;Open;10;0
10953;Software Program Manager;Corsica Partners;Closed;15;0
10954;Title & Attorney Partnership Manager;Ribbon Home;Open;15;0
10955;Senior Product Manager;Mavrck;Open;15;0
10956;Manager, Partner Business;Ribbon Home;Closed;15;0
10957;Information Security Engineer;ConsultUSA & PMCentersUSA;On hold;15;0
10958;Product Owner;Escalon Services;On hold;5;0
10959;Senior Full Stack Developer;Escalon Services;Open;15;0
10960;Senior Product Marketing Manager;Motorefi;On hold;15;0
10961;Product Security Engineer;Frame.io;Open;15;14
10962;Head of Investor Relations;Pagaya Investments;Open;15;0
10963;Senior Manager of Customer Marketing;Coupa Software;On hold;15;0
10964;Technical Recruiting Manager;Magnite;On hold;15;0
10965;Electrical Processing Supervisor;Race21™;Open;5;0
10966;Senior Recruiter;Andela;On hold;15;0
10967;Salesforce Leader;Pagaya Investments;On hold;5;0
10968;Macroeconomic Research Associate;Pagaya Investments;On hold;15;0
10969;VP of Operations - Manufacturing - Energy;Atlis Motor Vehicles;On hold;15;0
10970;Talent Acquisition;RTB House;On hold;15;2
10971;Technical Recruiter;Andela;On hold;5;0
10972;Solution Architect;Truu Talent;Open;5;0
10973;Marketing Ops Analyst;Coupa Software;Open;5;0
10974;Head of RPA;Truu Talent;New;0;1
10978;Sr. Manager of Content and Communications;Coupa Software;Open;5;0
10979;Enterprise Account Executive;MakerSights;Open;5;0
10980;Mid Market, Account Executive;MakerSights;Open;15;0
10981;Ecommerce Operations Specialist;Hisense USA;On hold;5;0
10982;QA;Materialize, Inc.;New;0;19
10983;Software Developer - Backend;Atlis Motor Vehicles;Open;15;0
10984;Facilities Project Manager;Industrious;On hold;5;0
10985;Software Developer - Front End;Atlis Motor Vehicles;Open;5;0
10986;Facilities Coordinator - Chicago;Industrious;Closed;5;0
10987;Facilities Manager;Industrious;Closed;5;0
10988;Power Electronics Engineer - Energy;Atlis Motor Vehicles;Open;5;0
10989;Contract HR Payroll Coordinator;ProTon Career Accelerator;On hold;5;0
10990;Account Manager (US);RTB House;Open;5;0
10991;React Native Engineer;People Strata;Open;5;0
10992;Ruby on Rails (Mid - Senior Level);Litmus;Open;5;0
10993;Sr. Software Development Engineer;Escalon Services;Open;5;0
10995;Sr Embedded Controls Engineer;Bevi;On hold;5;0
10996;Business Development Representative (8/11);Ribbon Home;Open;5;0
10997;Senior Research Associate/Associate Scientist, Cellular Assays;BridgeBio;New;0;10
10998;Full Stack Software Engineer;Escalon Services;Open;15;0
10999;Enterprise Sales Development Representative;Andela;Open;5;0
11000;Product Manager (LatAm);Loadsmart;Open;5;0
11001;Client Partner;Andela;On hold;5;0
11002;Director, People Business Partner;Andela;On hold;5;0
11003;Vice President of Talent Acquisition and Training;Lorient Capital;Closed;0;21
11004;Sales Enablement Lead;ShipBob, Inc.;Open;5;0
11005;Data Analyst;Andela;On hold;5;0
11006;Business Analyst;Andela;On hold;5;0
11007;Product Designer;Andela;On hold;5;0
11009;Associate Director, Sales Operations;AKASA;Closed;5;0
11010;Email Marketing Specialist;Motorefi;On hold;5;0
11011;Senior Project Manager;Magnite;Open;5;0
11013;Software Engineer;Magnite;On hold;5;0
11014;Automation Engineer - Denver;Magnite;On hold;5;0
11015;C++ Engineer - Denver;Magnite;On hold;5;0
11016;Software Development Engineer, Test - Belfast;Magnite;Open;5;0
11017;JLLT Workplace PM;LMRE;On hold;5;0
11020;PHP+ReactNative+Javascript SS;Plaand;On hold;5;0
11021;Java+Kotlin (Android) SS;Plaand;On hold;5;0
11022;Cloud Security Manager;Frame.io;Open;0;4
11023;Cloud Security Engineer;Frame.io;Open;5;0
11025;Solution Architect;Truu Talent;On hold;5;0
11026;Re-Engagement Female South American React;Naviro;Open;189;0
11027;Principal UX Designer;Litmus;On hold;5;0
11029;Python+React SS;Plaand;Open;5;0
11030;C# Unity LT;Plaand;On hold;5;0
11031;Computer Science Majors - USA;Wall Breakers;Open;5;0
11032;Nintendo_Sr Director Marketing;NGS Global;Open;5;0
11033;Lead / Full Poker;Plaand;On hold;5;0
11035;Talent & Culture Lead (EXTENSION);Bizly;New;0;2
11038;Business Development Manager (BE);SQLI Digital Expertise;Open;5;0
11039;RPA Business Analyst;Truu Talent;On hold;5;0
11040;Talent Development Manager;Andela;On hold;5;0
11044;Senior UX Researcher/Consultant - ADP Barcelona;RMG Digital;New;0;4
